#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2,YahooName
219,Andrew Vasquez,607755,607755,19482,10088,*03ym6*,LAA,RP,RP,Vasquez,Andrew,Vasquez,Andrew,Andrew Vasquez
220,Max Fried,608331,608331,13743,8704,*02i2j*,NYY,SP,SP,Fried,Max,Fried,Max,Max Fried
221,Dietrich Enns,608650,608650,13932,9525,*02n9l*,BAL,RP,RP,Enns,Dietrich,Enns,Dietrich,Dietrich Enns
222,Joey Meneses,608841,608841,14366,11525,*03et7*,ATH,1B,1B,Meneses,Joey,Meneses,Joey,Joey Meneses
223,Elier Hernandez,609274,609274,13750,11517,*02i19*,FA,OF,OF,Hernandez,Elier,,,
224,Miguel Andujar,609280,609280,15878,9523,*02i3l*,FA,3B/OF,3B/OF,Andujar,Miguel,,,
225,Angelo Castellano,613546,613546,sa657521,10567,,CHW,SS,SS,Castellano,Angelo,,,
226,Jason Vosler,613564,613564,16686,9266,*03dpa*,FA,3B,3B,Vosler,Jason,,,
227,Franchy Cordero,614173,614173,,9541,,WSH,OF,OF,Cordero,Franchy,Cordero,Franchy,Franchy Cordero
228,Cal Quantrill,615698,615698,19312,9959,*03yxh*,TEX,SP,SP,Quantrill,Cal,Quantrill,Cal,Cal Quantrill
229,Jacob Robson,615699,615699,,11261,,DET,OF,OF,Robson,Jacob,Robson,Jacob,Jacob Robson
230,Luis Torrens,620443,620443,15905,9600,*02nqg*,NYM,C,C,Torrens,Luis,Torrens,Luis,Luis Torrens
231,Richie Martin,621006,621006,17736,10316,,TEX,SS,SS,Martin,Richie,Martin,Richie,Richie Martin
232,Jose Cuas,621016,621016,17701,11482,*060mz*,KC,RP,RP,Cuas,Jose,Cuas,Jose,José Cuas
233,Kevin Newman,621028,621028,17696,10078,*03pj2*,KC,2B/SS,2B/SS,Newman,Kevin,Newman,Kevin,Kevin Newman
234,Steven Wilson,621051,621051,20353,11369,*04psv*,TB,RP,RP,Wilson,Steven,Wilson,Steven,Steven Wilson
235,Tyler Ferguson,621053,621053,19481,12087,*03qlm*,ATH,RP,RP,Ferguson,Tyler,Ferguson,Tyler,Tyler Ferguson
236,Justin Garza,621057,621057,19784,11228,*03adu*,NYM,RP,RP,Garza,Justin,Garza,Justin,Justin Garza
237,Jose Alvarado,621237,621237,17780,9515,*03btm*,PHI,RP,RP,Alvarado,Jose,Alvarado,José,José Alvarado
238,A.J. Minter,621345,621345,18655,9734,*03ppa*,NYM,RP,RP,Minter,A.J.,Minter,A.J.,A.J. Minter
239,Colin Poche,621363,621363,19403,10502,*02mz1*,NYM,RP,RP,Poche,Colin,Poche,Colin,Colin Poche
240,Tanner Banks,621383,621383,16990,11444,*03dqv*,PHI,RP,RP,Banks,Tanner,Banks,Tanner,Tanner Banks
241,Tyrone Taylor,621438,621438,13675,10114,*02mx2*,NYM,OF,OF,Taylor,Tyrone,Taylor,Tyrone,Tyrone Taylor
242,Edwin Rios,621458,621458,18316,9955,,FA,1B,1B,Rios,Edwin,,,
243,D.J. Stewart,621466,621466,17766,10017,*03pj8*,FA,OF,OF,Stewart,D.J.,,,
244,Taylor Ward,621493,621493,17548,10076,*03pje*,BAL,OF,OF,Ward,Taylor,Ward,Taylor,Taylor Ward
245,Tomas Nido,621512,621512,13755,9499,*02n1i*,DET,C,C,Nido,Tomas,Nido,Tomás,Tomás Nido
246,Zach Remillard,621545,621545,19788,11809,*041va*,FA,2B,2B,Remillard,Zach,,,
247,Tejay Antone,622088,622088,16233,10749,*02nbw*,CIN,RP,RP,Antone,Tejay,Antone,Tejay,Tejay Antone
248,Patrick Weigel,622256,622256,17792,10443,*03dty*,WSH,RP,RP,Weigel,Patrick,Weigel,Patrick,Patrick Weigel
249,Donovan Walton,622268,622268,19314,10697,*03qyb*,PHI,2B,2B,Walton,Donovan,Walton,Donovan,Donovan Walton
250,Pablo Reyes,622569,622569,16357,10098,*03azu*,SD,2B/SS/ 3B,1B/2B/ SS/3B,Reyes,Pablo,Reyes,Pablo,Pablo Reyes
251,Elieser Hernandez,622694,622694,16933,9927,*03yx9*,ATL,RP,RP,Hernandez,Elieser,Hernández,Elieser,Elieser Hernández
252,Angel Perdomo,622780,622780,17759,10706,*03mhv*,LAA,RP,RP,Perdomo,Angel,Perdomo,Angel,Angel Perdomo
253,Andrew Velazquez,623205,623205,14196,10099,*02n0e*,NYY,SS,SS,Velazquez,Andrew,Velazquez,Andrew,Andrew Velazquez
254,Huascar Brazoban,623211,623211,6107,11519,*060ml*,NYM,RP,RP,Brazoban,Huascar,Brazobán,Huascar,Huascar Brazobán
255,Thomas Pannone,623381,623381,17281,9882,*031ce*,MIL,RP,RP,Pannone,Thomas,Pannone,Thomas,Thomas Pannone
256,Nick Anderson,623433,623433,18337,10474,*04sxl*,ATH,RP,RP,Anderson,Nick,Anderson,Nick,Nick Anderson
257,Justin Topa,623437,623437,15145,11126,*0318i*,MIN,RP,RP,Topa,Justin,Topa,Justin,Justin Topa
258,Jimmy Herget,623474,623474,17556,10501,*03qln*,COL,RP,RP,Herget,Jimmy,Herget,Jimmy,Jimmy Herget
259,David Bote,623520,623520,14593,9607,*02n8i*,LAD,3B,3B,Bote,David,Bote,David,David Bote
260,Anthony Santander,623993,623993,14551,9599,*02w16*,TOR,OF,OF,Santander,Anthony,Santander,Anthony,Anthony Santander
261,Pete Alonso,624413,624413,19251,10312,*041pz*,BAL,1B,1B,Alonso,Pete,Alonso,Pete,Pete Alonso
262,Cavan Biggio,624415,624415,19252,10160,*041rv*,FA,1B/2B/ 3B/OF,1B/2B/ 3B/OF,Biggio,Cavan,Biggio,Cavan,Cavan Biggio
263,Jose Trevino,624431,624431,16725,9862,*03df0*,CIN,C,C,Trevino,Jose,Trevino,Jose,Jose Trevino
264,Nick Gordon,624503,624503,16337,9786,*03c7z*,FA,OF,OF,Gordon,Nick,Gordon,Nick,Nick Gordon
265,Keegan Thompson,624522,624522,19795,10919,*04efn*,CIN,RP,RP,Thompson,Keegan,,,
266,Edmundo Sosa,624641,624641,17022,9557,*02zpf*,PHI,2B/SS/ 3B,2B/SS/ 3B,Sosa,Edmundo,Sosa,Edmundo,Edmundo Sosa
267,Erick Mejia,625510,625510,15817,9950,,WSH,3B,3B,Mejia,Erick,Mejia,Erick,Erick Mejia
268,Andy Ibanez,628451,628451,18819,10979,*03mm4*,FA,2B,1B/2B/ 3B,Ibanez,Andy,,,
269,Yunior Marte,628708,628708,14416,11122,*03yxa*,CIN,RP,RP,Marte,Yunior,Marte,Yunior,Yunior Marte
270,Jake Cronenworth,630105,630105,18036,10766,*03qmh*,SD,1B/2B/ SS,1B/2B/ SS,Cronenworth,Jake,Cronenworth,Jake,Jake Cronenworth
271,Kyle Finnegan,640448,640448,15009,10792,*031bl*,DET,RP,RP,Finnegan,Kyle,Finnegan,Kyle,Kyle Finnegan
272,Hunter Harvey,640451,640451,15507,8633,*0310c*,CHC,RP,RP,Harvey,Hunter,Harvey,Hunter,Hunter Harvey
273,Matt Krook,640454,640454,19315,11314,*0310j*,ATH,RP,RP,Krook,Matt,Krook,Matt,Matt Krook
274,Óscar Mercado,640458,640458,16375,9846,*02k19*,FA,OF,OF,Mercado,Óscar,Mercado,Óscar,Óscar Mercado
275,Brian Navarreto,640459,640459,16398,10835,,MIA,C,C,Navarreto,Brian,Navarreto,Brian,Brian Navarreto
276,A.J. Puk,640462,640462,19343,9792,*03yso*,ARI,RP,RP,Puk,A.J.,Puk,A.J.,A.J. Puk
277,Adbert Alzolay,640470,640470,17859,9886,*03aqz*,NYM,RP,RP,Alzolay,Adbert,Alzolay,Adbert,Adbert Alzolay
278,Jose Azocar,640492,640492,18821,11446,*03yux*,FA,OF,OF,Azocar,Jose,Azocar,José,José Azócar
279,Jhonny Pereda,640902,640902,19802,11066,*04yd8*,MIN,C,C,Pereda,Jhonny,Pereda,Jhonny,Jhonny Pereda
280,Pablo Lopez,641154,641154,17085,9876,*043f9*,MIN,SP,SP,Lopez,Pablo,López,Pablo,Pablo López
281,Tyler Alexander,641302,641302,17735,10646,*0376h*,TEX,SP,SP,Alexander,Tyler,Alexander,Tyler,Tyler Alexander
282,Bryan Baker,641329,641329,19804,10853,*041w4*,TB,RP,RP,Baker,Bryan,Baker,Bryan,Bryan Baker
283,Jake Bauers,641343,641343,15194,9788,*0316v*,MIL,1B/OF,1B/OF,Bauers,Jake,Bauers,Jake,Jake Bauers
284,Ben Bowden,641386,641386,20198,10741,*041px*,ATH,RP,RP,Bowden,Ben,Bowden,Ben,Ben Bowden
285,Connor Brogdon,641401,641401,21205,11019,*04ek8*,CLE,RP,RP,Brogdon,Connor,Brogdon,Connor,Connor Brogdon
286,Willie Calhoun,641432,641432,17838,9768,*0315r*,FA,DH,DH,Calhoun,Willie,,,
287,Jason Delay,641511,641511,19806,11495,*041w5*,BOS,C,C,Delay,Jason,,,
288,J.C. Escarra,641555,641555,20084,12242,*04ent*,NYY,C,C/1B/ 3B,Escarra,J.C.,Escarra,J.C.,J.C. Escarra
289,Bernardo Flores Jr.,641576,641576,,10728,*041td*,CHW,RP,RP,Flores Jr.,Bernardo,Flores Jr.,Bernardo,Bernardo Flores Jr.
290,Jake Fraley,641584,641584,19260,10225,*041qd*,TB,OF,OF,Fraley,Jake,Fraley,Jake,Jake Fraley
291,J.P. France,641585,641585,21212,11716,*04py3*,HOU,RP,RP,France,J.P.,France,J.P.,J.P. France
292,Luis Guillorme,641645,641645,16451,9870,*0317b*,FA,2B,2B,Guillorme,Luis,Guillorme,Luis,Luis Guillorme
293,Ian Hamilton,641656,641656,19261,10087,*041w8*,ATL,RP,RP,Hamilton,Ian,Hamilton,Ian,Ian Hamilton
294,Garrett Hampson,641658,641658,19262,9983,*041qk*,FA,2B/OF,2B/SS/ OF,Hampson,Garrett,,,
295,Thomas Hatch,641672,641672,19264,10782,,MIN,RP,RP,Hatch,Thomas,Hatch,Thomas,Thomas Hatch
296,Rob Kaminsky,641739,641739,15792,10890,,STL,RP,RP,Kaminsky,Rob,Kaminsky,Rob,Rob Kaminsky
297,Anthony Kay,641743,641743,20387,10694,,CHW,SP,SP,Kay,Anthony,Kay,Anthony,Anthony Kay
298,Brad Keller,641745,641745,15734,9936,*0312l*,PHI,RP,RP,Keller,Brad,Keller,Brad,Brad Keller
299,Eric Lauer,641778,641778,19316,10024,*031ey*,TOR,SP,SP,Lauer,Eric,Lauer,Eric,Eric Lauer
300,Charles Leblanc,641779,641779,19813,11520,*041r7*,FA,3B,3B,Leblanc,Charles,Leblanc,Charles,Charles Leblanc
301,Tyler Mahle,641816,641816,16358,9742,*0312g*,SF,SP,SP,Mahle,Tyler,Mahle,Tyler,Tyler Mahle
302,Bailey Ober,641927,641927,21224,11159,*0425t*,MIN,SP,SP,Ober,Bailey,Ober,Bailey,Bailey Ober
303,Tyler O’Neill,641933,641933,15711,9789,*02yk4*,BAL,OF,OF,O’Neill,Tyler,O’Neill,Tyler,Tyler O’Neill
304,Emilio Pagan,641941,641941,14771,9652,*031cy*,CIN,RP,RP,Pagan,Emilio,Pagán,Emilio,Emilio Pagán
305,Joshua Palacios,641943,641943,19818,10852,*041ra*,FA,OF,OF,Palacios,Joshua,,,
306,Chuckie Robinson,642020,642020,19824,11532,*04244*,LAD,C,C,Robinson,Chuckie,Robinson,Chuckie,Chuckie Robinson
307,Gabe Speier,642100,642100,17170,10688,*031fj*,SEA,RP,RP,Speier,Gabe,Speier,Gabe,Gabe Speier
308,Cole Sulser,642121,642121,15256,10684,*031hc*,TB,RP,RP,Sulser,Cole,Sulser,Cole,Cole Sulser
309,Matt Thaiss,642136,642136,19318,10286,*04053*,FA,C,C,Thaiss,Matt,,,
310,Jamie Westbrook,642197,642197,15504,10228,*0345w*,FA,2B,2B,Westbrook,Jamie,Westbrook,Jamie,Jamie Westbrook
311,Eli White,642201,642201,19346,10821,*041w3*,ATL,OF,OF,White,Eli,White,Eli,Eli White
312,Devin Williams,642207,642207,15816,10665,*0311c*,NYM,RP,RP,Williams,Devin,Williams,Devin,Devin Williams
313,Weston Wilson,642215,642215,19358,11840,*0420h*,PHI,OF,2B/3B/ OF,Wilson,Weston,Wilson,Weston,Weston Wilson
314,Ryan Yarbrough,642232,642232,16502,9807,*0314j*,NYY,SP,SP,Yarbrough,Ryan,Yarbrough,Ryan,Ryan Yarbrough
315,Jose Siri,642350,642350,17452,9907,*039vx*,FA,OF,OF,Siri,Jose,,,
316,Gregory Soto,642397,642397,19677,9892,*04aok*,PIT,RP,RP,Soto,Gregory,Soto,Gregory,Gregory Soto
317,Gerson Garabito,642520,642520,19835,12092,*03mey*,MIL,RP,RP,Garabito,Gerson,Garabito,Gerson,Gerson Garabito
318,Freddy Peralta,642547,642547,18679,9915,*03dc4*,MIL,SP,SP,Peralta,Freddy,Peralta,Freddy,Freddy Peralta
319,Gerson Moreno,642575,642575,sa736656,9891,,STL,RP,RP,Moreno,Gerson,Moreno,Gerson,
320,Felix Bautista,642585,642585,20666,11379,*05t64*,BAL,RP,RP,Bautista,Felix,Bautista,Félix,Félix Bautista
321,Dennis Santana,642701,642701,17878,9917,*046yd*,PIT,RP,RP,Santana,Dennis,Santana,Dennis,Dennis Santana
322,Amed Rosario,642708,642708,15518,9500,*02yh5*,NYY,2B/3B/ OF,2B/SS/ 3B/OF,Rosario,Amed,Rosario,Amed,Amed Rosario
323,Willy Adames,642715,642715,15986,8971,*03atq*,SF,SS,SS,Adames,Willy,Adames,Willy,Willy Adames
324,Thairo Estrada,642731,642731,16426,9894,*03aay*,FA,2B,2B,Estrada,Thairo,,,
325,Austin Wynns,642851,642851,15271,9828,*031cs*,ATH,C,C,Wynns,Austin,Wynns,Austin,Austin Wynns
326,Mauricio Dubon,643289,643289,16530,9802,*03aqw*,ATL,1B/2B/ SS/3B/ OF,1B/2B/ SS/3B/ OF,Dubon,Mauricio,Dubón,Mauricio,Mauricio Dubón
327,Kevin Herget,643361,643361,15369,11539,*03at0*,NYM,RP,RP,Herget,Kevin,Herget,Kevin,Kevin Herget
328,Griffin Jax,643377,643377,20253,11218,*0317q*,TB,RP,RP,Jax,Griffin,Jax,Griffin,Griffin Jax
329,Isiah Kiner-Falefa,643396,643396,16512,9863,*031b3*,FA,2B/SS/ 3B,2B/SS/ 3B,Kiner-Falefa,Isiah,,,
330,Mark Leiter Jr.,643410,643410,15551,9648,*0319c*,ATH,RP,RP,Leiter Jr.,Mark,Leiter Jr.,Mark,Mark Leiter Jr.
331,Jeff McNeil,643446,643446,15362,10061,*0317o*,ATH,2B/OF,2B/OF,McNeil,Jeff,McNeil,Jeff,Jeff McNeil
332,Austin Pruitt,643493,643493,15290,9517,*0315n*,ATH,RP,RP,Pruitt,Austin,Pruitt,Austin,Austin Pruitt
333,Tyler Rogers,643511,643511,15541,10725,*0374m*,TOR,RP,RP,Rogers,Tyler,Rogers,Tyler,Tyler Rogers
334,Anderson Severino,644429,644429,,11303,,NYM,P,P,Severino,Anderson,Severino,Anderson,Anderson Severino
335,Chadwick Tromp,644433,644433,16953,11085,*056c8*,BOS,C,C,Tromp,Chadwick,Tromp,Chadwick,Chadwick Tromp
336,Sandy Alcantara,645261,645261,18684,9754,*03btv*,MIA,SP,SP,Alcantara,Sandy,Alcantara,Sandy,Sandy Alcantara
337,Victor Robles,645302,645302,18363,9765,*03c65*,SEA,OF,OF,Robles,Victor,Robles,Victor,Victor Robles
338,Ali Sanchez,645305,645305,18551,10752,*033lr*,NYY,C,C,Sanchez,Ali,Sánchez,Ali,Alí Sánchez
339,Jose Herrera,645444,645444,17040,11321,*05xz1*,TEX,C,C,Herrera,Jose,Herrera,Jose,Jose Herrera
340,Mike Ford,645801,645801,15585,9929,*03mgg*,FA,1B,1B,Ford,Mike,Ford,Mike,Mike Ford
341,Rafael Devers,646240,646240,17350,9708,*030uc*,SF,1B/3B,1B/3B,Devers,Rafael,Devers,Rafael,Rafael Devers
342,Enmanuel De Jesus,646241,646241,18554,11860,,DET,RP,RP,De Jesus,Enmanuel,De Jesus,Enmanuel,Enmanuel De Jesús
343,Jhonathan Diaz,646242,646242,20298,11291,*04oc6*,SEA,SP,SP,Diaz,Jhonathan,Díaz,Jhonathan,Jhonathan Díaz
344,Josh Naylor,647304,647304,18839,10255,*03pjd*,SEA,1B,1B,Naylor,Josh,Naylor,Josh,Josh Naylor
345,Zach Pop,647315,647315,20185,11183,*03dv0*,PHI,RP,RP,Pop,Zach,Pop,Zach,Zach Pop
346,Michael Soroka,647336,647336,18383,9791,*03pjf*,ARI,SP,SP,Soroka,Michael,Soroka,Michael,Michael Soroka
347,Abraham Toro,647351,647351,19844,10001,*041se*,FA,1B/3B,1B/3B,Toro,Abraham,Toro,Abraham,Abraham Toro
348,Luis Urias,649966,649966,16622,9922,*03o43*,FA,2B/3B,2B/3B,Urias,Luis,,,
349,Luis Arraez,650333,650333,18568,10481,*03mew*,FA,1B/2B,1B/2B,Arraez,Luis,,,
350,Eloy Jimenez,650391,650391,17484,9782,*030ud*,FA,OF,OF,Jimenez,Eloy,,,
351,Yandy Diaz,650490,650490,16578,9639,*03m6o*,TB,1B,1B,Diaz,Yandy,Díaz,Yandy,Yandy Díaz
352,Bryan Abreu,650556,650556,16609,10381,*04tlv*,HOU,RP,RP,Abreu,Bryan,Abreu,Bryan,Bryan Abreu
353,Bryan De La Cruz,650559,650559,19600,11247,*03bud*,PHI,OF,OF,De La Cruz,Bryan,De La Cruz,Bryan,Bryan De La Cruz
354,Michael King,650633,650633,19853,10289,*041wv*,SD,SP,SP,King,Michael,King,Michael,Michael King
355,Genesis Cabrera,650893,650893,17490,10447,*040cf*,PHI,RP,RP,Cabrera,Genesis,Cabrera,Génesis,Génesis Cabrera
356,Diego Castillo,650895,650895,17496,9903,*041me*,COL,RP,RP,Castillo,Diego,Castillo,Diego,Diego Castillo
357,Rene Pinto,650907,650907,19859,10950,*040fw*,FA,C,C,Pinto,Rene,Pinto,René,René Pinto
358,Cristopher Sanchez,650911,650911,20778,10770,*052c8*,PHI,SP,SP,Sanchez,Cristopher,Sánchez,Cristopher,Cristopher Sánchez
359,Daniel Duarte,650960,650960,17480,11351,*05y12*,NYM,RP,RP,Duarte,Daniel,Duarte,Daniel,Daniel Duarte
360,Yohel Pozo,650968,650968,18848,11262,*03yr2*,STL,C,C,Pozo,Yohel,Pozo,Yohel,Yohel Pozo
361,Andruw Monasterio,655316,655316,19455,11797,*04vvy*,MIL,1B/2B/ SS/3B,1B/2B/ SS/3B,Monasterio,Andruw,Monasterio,Andruw,Andruw Monasterio
362,Manuel Rodriguez,655889,655889,20794,10778,*05ad7*,TB,RP,RP,Rodriguez,Manuel,Rodríguez,Manuel,Manuel Rodríguez
363,Riley Adams,656180,656180,19864,10850,*04azt*,WSH,C,C,Adams,Riley,Adams,Riley,Riley Adams
364,Jake Bird,656234,656234,21267,11493,*04pqs*,NYY,RP,RP,Bird,Jake,Bird,Jake,Jake Bird
365,Scott Blewett,656240,656240,16427,10452,*03d7c*,STL,RP,RP,Blewett,Scott,Blewett,Scott,Scott Blewett
366,Sean Bouchard,656248,656248,21270,11497,*04ejn*,FA,OF,OF,Bouchard,Sean,Bouchard,Sean,Sean Bouchard
367,J.B. Bukauskas,656266,656266,20491,10221,*03dsj*,MIL,RP,RP,Bukauskas,J.B.,Bukauskas,J.B.,JB Bukauskas
368,Brock Burke,656271,656271,17968,10483,*03dap*,LAA,RP,RP,Burke,Brock,Burke,Brock,Brock Burke
369,Dylan Cease,656302,656302,18525,10191,*03df2*,TOR,SP,SP,Cease,Dylan,Cease,Dylan,Dylan Cease
370,Michael Chavis,656308,656308,17321,9818,*03d6t*,CIN,2B,2B,Chavis,Michael,Chavis,Michael,Michael Chavis
371,Tommy Doyle,656382,656382,21281,11081,,COL,RP,RP,Doyle,Tommy,Doyle,Tommy,Tommy Doyle
372,Stuart Fairchild,656413,656413,20321,10963,*04eel*,CLE,OF,OF,Fairchild,Stuart,Fairchild,Stuart,Stuart Fairchild
373,Jack Flaherty,656427,656427,17479,9750,*03d6w*,DET,SP,SP,Flaherty,Jack,Flaherty,Jack,Jack Flaherty
374,Stone Garrett,656448,656448,19273,11538,*03dgh*,FA,OF,OF,Garrett,Stone,,,
375,Tyler Gilbert,656457,656457,17964,10819,*03qm3*,CHW,RP,RP,Gilbert,Tyler,Gilbert,Tyler,Tyler Gilbert
376,Lucas Gilbreath,656458,656458,21290,11177,*04ei1*,COL,RP,RP,Gilbreath,Lucas,Gilbreath,Lucas,Lucas Gilbreath
377,Kevin Ginkel,656464,656464,19876,10662,*03dpg*,ARI,RP,RP,Ginkel,Kevin,Ginkel,Kevin,Kevin Ginkel
378,Tristan Gray,656484,656484,19877,10952,*04eme*,BOS,SS,SS,Gray,Tristan,Gray,Tristan,Tristan Gray
379,Foster Griffin,656492,656492,16432,10748,,WSH,SP,SP,Griffin,Foster,Griffin,Foster,Foster Griffin
380,Sam Hentges,656529,656529,18548,10326,*03dbu*,SF,RP,RP,Hentges,Sam,Hentges,Sam,Sam Hentges
381,Derek Hill,656537,656537,16947,10714,*03d6q*,CHW,OF,OF,Hill,Derek,Hill,Derek,Derek Hill
382,Sam Hilliard,656541,656541,17954,10457,*03qs6*,FA,OF,OF,Hilliard,Sam,,,
383,Rhys Hoskins,656555,656555,16472,9725,*03de9*,FA,1B,1B,Hoskins,Rhys,,,
384,Tanner Houck,656557,656557,19879,11068,*03djk*,BOS,SP,SP,Houck,Tanner,Houck,Tanner,Tanner Houck
385,Alex Jackson,656577,656577,17276,8963,*02yoi*,MIN,C,C,Jackson,Alex,Jackson,Alex,Alex Jackson
386,Connor Joe,656582,656582,16572,10517,*03d6y*,FA,1B/OF,1B/OF,Joe,Connor,,,
387,Mitch Keller,656605,656605,17594,9799,*03d7h*,PIT,SP,SP,Keller,Mitch,Keller,Mitch,Mitch Keller
388,Mark Kolozsvary,656627,656627,21304,11076,*04eid*,PHI,C,C,Kolozsvary,Mark,Kolozsvary,Mark,Mark Kolozsvary
389,Alex Lange,656638,656638,19883,11062,*03yui*,KC,RP,RP,Lange,Alex,Lange,Alex,Alex Lange
390,Jacob Latz,656641,656641,21306,11266,*03div*,TEX,SP,SP,Latz,Jacob,Latz,Jacob,Jacob Latz
391,Brock Lundquist,656668,656668,,10607,*04eha*,TOR,OF,OF,Lundquist,Brock,Lundquist,Brock,
392,Zach McKinstry,656716,656716,19392,9993,*0473m*,DET,SS/3B/ OF,2B/SS/ 3B/OF,McKinstry,Zach,McKinstry,Zach,Zach McKinstry
393,Trevor Megill,656730,656730,17722,10804,*03dau*,MIL,RP,RP,Megill,Trevor,Megill,Trevor,Trevor Megill
394,Tylor Megill,656731,656731,21318,11227,*04ywk*,NYM,SP,SP,Megill,Tylor,Megill,Tylor,Tylor Megill
395,Cedric Mullins,656775,656775,17929,10072,*03qr0*,TB,OF,OF,Mullins,Cedric,Mullins,Cedric,Cedric Mullins
396,Parker Mushinski,656786,656786,21324,11451,*04ei3*,CLE,SP,SP,Mushinski,Parker,Mushinski,Parker,Parker Mushinski
397,Ryan O’Hearn,656811,656811,16442,9824,*03dgq*,PIT,1B/OF,1B/OF,O’Hearn,Ryan,O’Hearn,Ryan,Ryan O’Hearn
398,Luis F. Ortiz,656814,656814,16942,9825,,NYM,RP,RP,Ortiz,Luis F.,Ortiz,Luis F.,Luis F. Ortiz
399,Michael Petersen,656848,656848,20827,12107,*05xz4*,MIA,RP,RP,Petersen,Michael,Petersen,Michael,Michael Petersen
400,David Peterson,656849,656849,20302,10181,*04g1x*,NYM,SP,SP,Peterson,David,Peterson,David,David Peterson
401,Drew Rasmussen,656876,656876,25385,10807,*04eee*,TB,SP,SP,Rasmussen,Drew,Rasmussen,Drew,Drew Rasmussen
402,Jakson Reetz,656883,656883,17837,10967,*03dan*,FA,C,C,Reetz,Jakson,Reetz,Jakson,Jakson Reetz
403,Emmanuel Rivera,656896,656896,19890,11231,*03qvs*,FA,3B,3B,Rivera,Emmanuel,,,
404,Jared Robinson,656904,656904,,10594,,ATL,RP,RP,Robinson,Jared,Robinson,Jared,
405,Tanner Scott,656945,656945,17586,9772,*03dfa*,LAD,RP,RP,Scott,Tanner,Scott,Tanner,Tanner Scott
406,Pavin Smith,656976,656976,19892,10309,*04alq*,ARI,1B/OF,1B/OF,Smith,Pavin,Smith,Pavin,Pavin Smith
407,Bennett Sousa,656986,656986,21345,10903,*04puc*,HOU,RP,RP,Sousa,Bennett,Sousa,Bennett,Bennett Sousa
408,Justin Steele,657006,657006,17312,10477,*03deg*,CHC,SP,SP,Steele,Justin,Steele,Justin,Justin Steele
409,Trey Supak,657022,657022,sa828707,10473,,TEX,SP,SP,Supak,Trey,Supak,Trey,Trey Supak
410,Lane Thomas,657041,657041,16939,10446,*03dei*,KC,OF,OF,Thomas,Lane,Thomas,Lane,Lane Thomas
411,Ryan Thompson,657044,657044,16647,10960,*03duu*,ARI,RP,RP,Thompson,Ryan,Thompson,Ryan,Ryan Thompson
412,Alex Verdugo,657077,657077,17027,9757,*03d7g*,FA,OF,OF,Verdugo,Alex,,,
413,Forrest Wall,657088,657088,16496,8944,*03d6z*,FA,2B,2B,Wall,Forrest,Wall,Forrest,Forrest Wall
414,Jacob Webb,657097,657097,19274,10442,*04y76*,CHC,RP,RP,Webb,Jacob,Webb,Jacob,Jacob Webb
415,Connor Wong,657136,657136,19896,10937,*04efi*,BOS,C,C/1B,Wong,Connor,Wong,Connor,Connor Wong
416,Eddy Alvarez,657193,657193,,10836,*03mpn*,ATL,2B,2B,Alvarez,Eddy,Alvarez,Eddy,Eddy Alvarez
417,Glenn Otto,657248,657248,21366,11269,*04egl*,HOU,RP,RP,Otto,Glenn,Otto,Glenn,Glenn Otto
418,Logan Webb,657277,657277,17995,10480,*03dbm*,SF,SP,SP,Webb,Logan,Webb,Logan,Logan Webb
419,Clarke Schmidt,657376,657376,19899,10165,*04ee7*,NYY,SP,SP,Schmidt,Clarke,Schmidt,Clarke,Clarke Schmidt
420,Matt Gage,657424,657424,17381,11488,,SF,RP,RP,Gage,Matt,Gage,Matt,Matt Gage
421,Mike Baumann,657508,657508,20206,10924,*04efe*,NYM,RP,RP,Baumann,Mike,Baumann,Mike,Mike Baumann
422,Brennan Bernardino,657514,657514,16835,11522,*061t3*,COL,RP,RP,Bernardino,Brennan,Bernardino,Brennan,Brennan Bernardino
423,Paul DeJong,657557,657557,18015,9666,*03qkh*,FA,2B/SS/ 3B,2B/SS/ 3B,DeJong,Paul,,,
424,Caleb Ferguson,657571,657571,19349,10041,*043r7*,CIN,RP,RP,Ferguson,Caleb,Ferguson,Caleb,Caleb Ferguson
425,Reed Garrett,657585,657585,16866,10511,*03dpt*,NYM,RP,RP,Garrett,Reed,Garrett,Reed,Reed Garrett
426,Tim Hill,657612,657612,16814,9980,*04022*,NYY,RP,RP,Hill,Tim,Hill,Tim,Tim Hill
427,Jared Koenig,657649,657649,27517,11489,*05ylp*,MIL,RP,RP,Koenig,Jared,Koenig,Jared,Jared Koenig
428,Ramon Laureano,657656,657656,17128,9919,*03dp8*,SD,OF,OF,Laureano,Ramon,Laureano,Ramón,Ramón Laureano
429,Antonio Nunez,657701,657701,,9969,,TEX,,,Nunez,Antonio,Nunez,Antonio,
430,Michael Papierski,657709,657709,21386,10993,,FA,C,C,Papierski,Michael,Papierski,Michael,Michael Papierski
431,Joe Ryan,657746,657746,21390,10786,*04ps7*,MIN,SP,SP,Ryan,Joe,Ryan,Joe,Joe Ryan
432,Gavin Sheets,657757,657757,19901,10204,*04eej*,SD,1B/OF,1B/OF,Sheets,Gavin,Sheets,Gavin,Gavin Sheets
