Name,MLBID,FGID,FGSlug
gabriel hidalgo,838855,,gabriel-hidalgo
gabriel hughes,687312,sa3020661,gabriel-hughes
gabriel lara,808106,,gabriel-lara
gabriel lopez,823875,,gabriel-lopez
gabriel moreno,672515,22664,gabriel-moreno
gabriel reyes,694050,,gabriel-reyes
gabriel rincones jr.,687282,sa3020758,gabriel-rincones-jr
gabriel rivero,827449,,gabriel-rivero
gabriel rodriguez,821657,,gabriel-rodriguez
gabriel rodriguez,676082,,gabriel-rodriguez
gabriel rodriguez,829712,,gabriel-rodriguez
gabriel rosado,815531,,gabriel-rosado
gabriel silva,700385,,gabriel-silva
gabriel sosa,691669,,gabriel-sosa
gage harrelson,702629,,gage-harrelson
gage jump,695611,sa3034986,gage-jump
gage miller,824028,,gage-miller
gage stanifer,804948,sa3021731,gage-stanifer
gage wood,805906,sa3045536,gage-wood
gage workman,669398,27573,gage-workman
gage ziehl,695721,,gage-ziehl
garret forrester,807720,,garret-forrester
garret guillemette,695048,,garret-guillemette
garrett acton,670183,27583,garrett-acton
garrett baumann,803833,,garrett-baumann
garrett cleavinger,664076,17897,garrett-cleavinger
garrett cooper,643265,15279,garrett-cooper
garrett crochet,676979,27463,garrett-crochet
garrett edwards,801435,,garrett-edwards
garrett gainey,822535,,garrett-gainey
garrett hampson,641658,19262,garrett-hampson
garrett hawkins,678184,,garrett-hawkins
garrett hill,682051,25097,garrett-hill
garrett howe,827628,,garrett-howe
garrett langrell,836072,,garrett-langrell
garrett martin,682003,,garrett-martin
garrett mcdaniels,680729,,garrett-mcdaniels
garrett mitchell,669003,27555,garrett-mitchell
garrett pennington,693243,,garrett-pennington
garrett spain,696521,,garrett-spain
garrett stallings,668831,,garrett-stallings
garrett stratton,809784,,garrett-stratton
garrett stubbs,596117,18067,garrett-stubbs
garrett whitlock,676477,20191,garrett-whitlock
garrett wright,695057,,garrett-wright
garrett wright,695057,,garrett-wright
garvin alston,110191,1000182,garvin-alston
gary gill hill,804541,sa3020972,gary-gill-hill
gary sanchez,596142,11442,gary-sanchez
gavin adams,701400,,gavin-adams
gavin bruni,696491,,gavin-bruni
gavin collyer,686560,,gavin-collyer
gavin conticello,695521,,gavin-conticello
gavin cross,688457,sa3019985,gavin-cross
gavin fien,815818,sa3069166,gavin-fien
gavin hollowell,668970,25427,gavin-hollowell
gavin kilen,702264,sa3035353,gavin-kilen
gavin logan,678099,,gavin-logan
gavin lux,666158,19955,gavin-lux
gavin sheets,657757,19901,gavin-sheets
gavin smith,827332,,gavin-smith
gavin stone,694813,27792,gavin-stone
gavin turley,,sa3044148,gavin-turley
gavin williams,668909,30122,gavin-williams
geison urbaez,696064,,geison-urbaez
genesis cabrera,650893,17490,genesis-cabrera
gensi angeles,832399,,gensi-angeles
geoff hartlieb,664129,19558,geoff-hartlieb
geoffrey gilbert,687280,,geoffrey-gilbert
george bilecki,836061,,george-bilecki
george feliz,692031,,george-feliz
george kirby,669923,25436,george-kirby
george klassen,691946,sa3023440,george-klassen
george lombard jr.,806146,sa3023233,george-lombard-jr
george soriano,666277,21863,george-soriano
george springer,543807,12856,george-springer
george valera,671655,22541,george-valera
george wolkow,805804,sa3022817,george-wolkow
geovanny planchart,685712,,geovanny-planchart
geovanny vasquez,823893,,geovanny-vasquez
gerald ogando,676012,,gerald-ogando
geraldo perdomo,672695,22799,geraldo-perdomo
gerardo carrillo,672629,,gerardo-carrillo
gerardo lopez,825751,,gerardo-lopez
gerardo reyes,622103,16306,gerardo-reyes
gerardo rodriguez,808269,,gerardo-rodriguez
gerardo salas,692401,,gerardo-salas
gerelmi maldonado,698965,,gerelmi-maldonado
geremy villoria,827409,,geremy-villoria
gerinton mendez,820961,,gerinton-mendez
gerlin rosario,703895,,gerlin-rosario
gerlyn payano,829911,,gerlyn-payano
german fajardo,690455,,german-fajardo
german marquez,608566,15038,german-marquez
german ramirez,806993,,german-ramirez
gerrit cole,543037,13125,gerrit-cole
gerson garabito,642520,,gerson-garabito
gerson moreno,642575,,gerson-moreno
geuri lubo,702895,,geuri-lubo
geury rodriguez,802085,,geury-rodriguez
gian zapata,806979,,gian-zapata
giancarlo stanton,519317,4949,giancarlo-stanton
gijs van den brink,806923,,gijs-van-den-brink
gilbel galvan,821064,,gilbel-galvan
gilberto batista,807625,,gilberto-batista
gilberto celestino,665482,20233,gilberto-celestino
gio urshela,570482,10681,gio-urshela
giomar ubiera,829724,,giomar-ubiera
giovanni vargas,808133,,giovanni-vargas
giovanny gallegos,606149,14986,giovanny-gallegos
giussepe velasquez,691908,,giussepe-velasquez
givian sirvania,821154,,givian-sirvania
gj hill,677338,,gj-hill
gleider figuereo,699213,,gleider-figuereo
gleiner diaz,699695,,gleiner-diaz
glenn otto,657248,21366,glenn-otto
gleyber torres,650402,16997,gleyber-torres
gordon graceffo,700669,29519,gordon-graceffo
grae kessinger,666197,25813,grae-kessinger
graham ashcraft,668933,27552,graham-ashcraft
graham osman,690104,,graham-osman
graham pauley,688363,31363,graham-pauley
grant anderson,681982,20546,grant-anderson
grant hartwig,701643,29946,grant-hartwig
grant holman,680880,,grant-holman
grant holmes,656550,16944,grant-holmes
grant jay,703603,,grant-jay
grant kipp,805990,,grant-kipp
grant knipp,694840,,grant-knipp
grant koch,667428,,grant-koch
grant magill,686944,,grant-magill
grant mccray,687529,25690,grant-mccray
grant richardson,808911,,grant-richardson
grant richardson,808911,,grant-richardson
grant rogers,814804,,grant-rogers
grant taylor,691799,33927,grant-taylor
grant umberger,802359,,grant-umberger
grant wolfram,664991,,grant-wolfram
graysen tarlow,815104,,graysen-tarlow
grayson boles,816095,,grayson-boles
grayson grinsell,804852,,grayson-grinsell
grayson moore,694383,,grayson-moore
grayson rodriguez,680570,24492,grayson-rodriguez
grayson saunier,802450,,grayson-saunier
greg allen,656185,16623,greg-allen
greg farone,805661,,greg-farone
greg jones,675659,,greg-jones
greg weissert,669711,20375,greg-weissert
gregori arias,820954,,gregori-arias
gregori arrieche,816287,,gregori-arrieche
gregory barrios,699126,,gregory-barrios
gregory sanchez,821800,,gregory-sanchez
gregory santos,666619,21894,gregory-santos
gregory soto,642397,19677,gregory-soto
greylin de la paz,821000,,greylin-de-la-paz
greysen carter,701706,,greysen-carter
greyson gimenez,821146,,greyson-gimenez
griff mcgarry,676046,sa3017130,griff-mcgarry
griff oferrall,,sa3025409,griff-oferrall
griffin burkholder,816120,sa3025418,griffin-burkholder
griffin canning,656288,19867,griffin-canning
griffin conine,665052,21626,griffin-conine
griffin green,802372,,griffin-green
griffin herring,702622,sa3033707,griffin-herring
griffin hugus,702976,,griffin-hugus
griffin jax,643377,20253,griffin-jax
griffin kilander,828499,,griffin-kilander
griffin kirn,822488,,griffin-kirn
griffin lockwood-powell,674976,,griffin-lockwood-powell
guillermo batista,821787,,guillermo-batista
guillermo rosario,806518,,guillermo-rosario
gunnar henderson,683002,26289,gunnar-henderson
gunnar hoglund,680684,31318,gunnar-hoglund
gunner gouldsmith,802005,,gunner-gouldsmith
gunner mayer,686763,,gunner-mayer
gus varland,681402,24737,gus-varland
gustavo baptista,830000,,gustavo-baptista
gustavo campero,672569,22707,gustavo-campero
gustavo melendez,828116,,gustavo-melendez
guy lipscomb jr.,805865,,guy-lipscomb-jr
ha-seong kim,673490,27506,ha-seong-kim
hagen danner,668470,22116,hagen-danner
hagen smith,696146,sa3025544,hagen-smith
hancel rincon,684516,,hancel-rincon
handelfry encarnacion,821136,sa3024124,handelfry-encarnacion
hanley ramirez,827755,,hanley-ramirez
hans crouse,668968,22192,hans-crouse
hans montero,694215,,hans-montero
hansel jimenez,823851,,hansel-jimenez
hansel rincon,692550,,hansel-rincon
hao-yu lee,701678,sa3017863,hao-yu-lee
haritzon castillo,829061,,haritzon-castillo
harold castro,605612,14691,harold-castro
harold coll,694563,,harold-coll
harold ramirez,623912,14387,harold-ramirez
harold rivas,829093,,harold-rivas
harrison bader,664056,18030,harrison-bader
harrison bodendorf,823746,,harrison-bodendorf
harrison cohen,694660,,harrison-cohen
harrison ruiz,806916,,harrison-ruiz
harry ford,695670,29958,harry-ford
harry gustin,814480,,harry-gustin
hayden alvarez,820986,sa3023906,hayden-alvarez
hayden birdsong,806185,31635,hayden-birdsong
hayden cantrelle,676463,,hayden-cantrelle
hayden cuthbertson,836078,,hayden-cuthbertson
hayden durke,694492,sa3022733,hayden-durke
hayden frank,810070,,hayden-frank
hayden friese,835938,,hayden-friese
hayden gilliland,828600,,hayden-gilliland
hayden harris,802686,,hayden-harris
hayden juenger,696522,,hayden-juenger
hayden merda,675296,,hayden-merda
hayden minton,688354,,hayden-minton
hayden mullins,683093,sa3023218,hayden-mullins
hayden robinson,815300,,hayden-robinson
hayden senger,663584,,hayden-senger
hayden snelsire,814388,,hayden-snelsire
hayden vucinovich,836050,,hayden-vucinovich
hayden wesneski,669713,27581,hayden-wesneski
haydn mcgeary,702333,,haydn-mcgeary
heath hembree,592390,11632,heath-hembree
hector campusano,821763,,hector-campusano
hector castillo,821134,,hector-castillo
hector neris,593576,11804,hector-neris
hector osorio,800540,,hector-osorio
hector perez,660431,18592,hector-perez
hector ramos,829892,,hector-ramos
hector rodriguez,699302,sa3015828,hector-rodriguez
hector salas,827504,,hector-salas
heins brito,829065,,heins-brito
helcris olivarez,672487,,helcris-olivarez
heliot ramos,671218,22515,heliot-ramos
henderson hernandez,833253,,henderson-hernandez
hendry chivilli,806998,,hendry-chivilli
hendry mendez,694230,sa3015727,hendry-mendez
henniel alcala,815011,,henniel-alcala
henry alcantara,829856,,henry-alcantara
henry baez,,sa3016584,henry-baez
henry bolte,703607,sa3020006,henry-bolte
henry davis,680779,29617,henry-davis
henry godbout,804995,sa3032331,henry-godbout
henry hunter,802001,,henry-hunter
henry lalane,700649,sa3016066,henry-lalane
henry ramos,592656,11481,henry-ramos
henry tejada,800490,,henry-tejada
henry williams,816575,,henry-williams
heriberto caraballo,812430,,heriberto-caraballo
heriberto hernandez,681715,24878,heriberto-hernandez
heriberto rincon,808298,,heriberto-rincon
herick hernandez,803349,,herick-hernandez
hernan perez,541650,5751,hernan-perez
heston kjerstad,677008,31166,heston-kjerstad
hiro wyatt,702965,,hiro-wyatt
hiroto saiki,831643,sa3063185,hiroto-saiki
hiverson lopez,829075,,hiverson-lopez
hobie harris,665048,18615,hobie-harris
hoby milner,571948,13346,hoby-milner
hogan harris,663687,21520,hogan-harris
holden powell,676026,,holden-powell
holden wilkerson,828334,,holden-wilkerson
holt jones,695366,,holt-jones
homer bush jr.,683344,sa3022480,homer-bush-jr
hoss brewer,804546,,hoss-brewer
houston harding,699613,,houston-harding
houston roth,674175,,houston-roth
howard reyes,830042,,howard-reyes
hoy park,660829,18027,hoy-park
huascar brazoban,623211,6107,huascar-brazoban
huascar ynoa,660623,20468,huascar-ynoa
hudson leach,813865,,hudson-leach
hudson white,695742,,hudson-white
humberto castellanos,528748,21183,humberto-castellanos
humberto tiberi,821126,,humberto-tiberi
hung-leng chang,800213,,hung-leng-chang
hunter alberini,828043,,hunter-alberini
hunter allen,829622,,hunter-allen
hunter barco,682995,33174,hunter-barco
hunter bigge,685801,26259,hunter-bigge
hunter brown,686613,25880,hunter-brown
hunter cranton,675450,sa3025298,hunter-cranton
hunter dobbins,690928,30240,hunter-dobbins
hunter dobbins,690928,,hunter-dobbins
hunter dozier,641531,15117,hunter-dozier
hunter dryden,827500,,hunter-dryden
hunter feduccia,676439,23372,hunter-feduccia
hunter fitz-gerald,686638,,hunter-fitz-gerald
hunter gaddis,683769,25636,hunter-gaddis
hunter goodman,696100,29715,hunter-goodman
hunter greene,668881,22182,hunter-greene
hunter harvey,640451,15507,hunter-harvey
hunter hayes,702119,,hunter-hayes
hunter hines,702309,,hunter-hines
hunter hodges,808788,,hunter-hodges
hunter kublick,815047,,hunter-kublick
hunter mann,815065,,hunter-mann
hunter owen,670462,20034,hunter-owen
hunter parks,688609,,hunter-parks
hunter patteson,687593,,hunter-patteson
hunter renfroe,592669,15464,hunter-renfroe
hunter stanley,701533,,hunter-stanley
hunter stratton,676702,23455,hunter-stratton
hunter strickland,519326,7836,hunter-strickland
hurston waldrep,694462,33527,hurston-waldrep
hyeseong kim,808975,35322,hyeseong-kim
hyun seung lee,829748,,hyun-seung-lee
hyun-seok jang,,sa3023601,hyun-seok-jang
hyungchan um,805870,,hyungchan-um
ian anderson,666120,19951,ian-anderson
ian bedell,678016,,ian-bedell
ian francis,832212,,ian-francis
ian gibaut,664139,17871,ian-gibaut
ian hamilton,641656,19261,ian-hamilton
ian happ,664023,17919,ian-happ
ian koenig,701617,,ian-koenig
ian mejia,681256,,ian-mejia
ian moller,695744,,ian-moller
ian petrutz,814413,,ian-petrutz
ian seymour,693855,27932,ian-seymour
ichiro cano,802560,,ichiro-cano
igor gil,815951,,igor-gil
ike irish,702610,sa3034445,ike-irish
iker redona,827370,,iker-redona
ilan fernandez,821180,,ilan-fernandez
ildemaro vargas,545121,13324,ildemaro-vargas
imanol feliz,837740,,imanol-feliz
indigo diaz,666301,,indigo-diaz
inmer lobo,800308,,inmer-lobo
inohan paniagua,681644,,inohan-paniagua
irv carter,691774,,irv-carter
irvin gonzalez,807634,,irvin-gonzalez
irvin machuca,685829,,irvin-machuca
irvin nunez,815966,,irvin-nunez
irving cota,806522,,irving-cota
irving lopez,676761,20463,irving-lopez
irwin ramirez,821061,,irwin-ramirez
isaac ayon,694847,,isaac-ayon
isaac coffey,806190,,isaac-coffey
isaac collins,686555,25477,isaac-collins
isaac gallegos,814541,,isaac-gallegos
isaac garcia,829890,,isaac-garcia
isaac lyon,805214,,isaac-lyon
isaac mattson,676755,20385,isaac-mattson
isaac paredes,670623,20036,isaac-paredes
isaac ponce,821784,,isaac-ponce
isael arias,811551,,isael-arias
isaiah barkett,701373,,isaiah-barkett
isaiah campbell,663462,25551,isaiah-campbell
isaiah drake,806061,sa3022507,isaiah-drake
isaiah jackson,694722,,isaiah-jackson
isaiah jackson,805365,,isaiah-jackson
isaiah lowe,702584,,isaiah-lowe
isaias castillo,830461,,isaias-castillo
isais chavez,829793,,isais-chavez
isan diaz,656371,17922,isan-diaz
isiah kiner-falefa,643396,16512,isiah-kiner-falefa
ismael agreda,697795,,ismael-agreda
ismael cabral,806706,,ismael-cabral
ismael luciano,692593,,ismael-luciano
ismael mejia,829765,,ismael-mejia
ismael munguia,665998,,ismael-munguia
israel pineda,672832,22906,israel-pineda
israfell bautista,820984,,israfell-bautista
itsuki takemoto,823771,,itsuki-takemoto
ivan cespedes,816406,,ivan-cespedes
ivan herrera,671056,20599,ivan-herrera
ivan luciano,813930,,ivan-luciano
ivan sosa,800526,,ivan-sosa
ivan tatis,829171,,ivan-tatis
iverson allen,821044,,iverson-allen
ivran romero,813676,,ivran-romero
ixan henderson,,sa3022953,ixan-henderson
izaac pacheco,691789,,izaac-pacheco
izaak martinez,801555,,izaak-martinez
izeah muniz,701698,,izeah-muniz
iziah salinas,828504,,iziah-salinas
j.b. bukauskas,656266,20491,jb-bukauskas
j.b. wendelken,605525,14506,jb-wendelken
j.c. escarra,641555,20084,jc-escarra
j.c. mejia,650496,20617,jc-mejia
j.d. davis,605204,16219,jd-davis
j.d. gonzalez,806083,,jd-gonzalez
j.d. hennen,836169,,jd-hennen
j.d. mcreynolds,800859,,jd-mcreynolds
j.d. thompson,702505,MISSING,jd-thompson
j.j. matijevic,656695,20165,jj-matijevic
j.p. crawford,641487,15491,jp-crawford
j.p. feyereisen,656420,16610,jp-feyereisen
j.p. france,641585,21212,jp-france
j.p. martinez,679881,24451,jp-martinez
j.p. sears,676664,23429,jp-sears
j.r. freethy,701540,,jr-freethy
j.r. ritchie,702275,sa3020395,jr-ritchie
j.t. arruda,686793,,jt-arruda
j.t. bain,821004,,jt-bain
j.t. chargois,608638,13767,jt-chargois
j.t. etheridge,822950,,jt-etheridge
j.t. ginn,669372,27889,jt-ginn
j.t. realmuto,592663,11739,jt-realmuto
jac caglianone,695506,35041,jac-caglianone
jace avina,701778,,jace-avina
jace beck,689476,,jace-beck
jace bohrofen,690957,,jace-bohrofen
jace jung,690291,31437,jace-jung
jace laviolette,702593,MISSING,jace-laviolette
jack anderson,681252,,jack-anderson
jack anker,804985,,jack-anker
jack barker,835716,,jack-barker
jack blomgren,685076,,jack-blomgren
jack bowery,822817,,jack-bowery
jack brannigan,687394,sa3019922,jack-brannigan
jack bushell,816303,,jack-bushell
jack carey,681004,,jack-carey
jack cebert,701411,,jack-cebert
jack choate,805257,,jack-choate
jack costello,694320,,jack-costello
jack dallas,806585,,jack-dallas
jack dreyer,676263,30249,jack-dreyer
jack findlay,701469,,jack-findlay
jack flaherty,656427,17479,jack-flaherty
jack goodman,806275,,jack-goodman
jack gurevitch,813668,,jack-gurevitch
jack hurley,694815,,jack-hurley
jack jasiak,687916,,jack-jasiak
jack kochanowicz,686799,27688,jack-kochanowicz
jack leftwich,676393,,jack-leftwich
jack leiter,683004,30146,jack-leiter
jack lines,813922,,jack-lines
jack little,669193,,jack-little
jack mahoney,680823,,jack-mahoney
jack mahoney,694968,,jack-mahoney
jack martinez,822956,,jack-martinez
jack mathey,828602,,jack-mathey
jack moroknek,833381,,jack-moroknek
jack moss,694380,,jack-moss
jack neely,680891,,jack-neely
jack oloughlin,672552,22690,jack-oloughlin
jack payton,694552,,jack-payton
jack perkins,678022,31468,jack-perkins
jack pineda,801442,,jack-pineda
jack ralston,667652,,jack-ralston
jack reinheimer,595373,14938,jack-reinheimer
jack rogers,679788,,jack-rogers
jack sinclair,695378,,jack-sinclair
jack snyder,137204,1012248,jack-snyder
jack sokol,694662,,jack-sokol
jack suwinski,669261,22244,jack-suwinski
jack wenninger,811307,sa3023282,jack-wenninger
jack wheeler,828087,,jack-wheeler
jack white,124177,1013879,jack-white
jack winkler,676466,,jack-winkler
jack winnay,813400,,jack-winnay
jack young,808865,,jack-young
jackson appel,815096,,jackson-appel
jackson baumeister,691765,sa3023471,jackson-baumeister
jackson chourio,694192,28806,jackson-chourio
jackson cluff,687714,,jackson-cluff
jackson cox,702484,,jackson-cox
jackson ferris,701328,sa3020891,jackson-ferris
jackson finley,686533,,jackson-finley
